project_id,project_title,award_amount_m,award_holder_name,hrcs_health_category,inpmceurope,trialscientific,trialpubtype,trialidtype
14/212/02,Pharmacological and non-pharmacological interventions for non-respiratory sleep disturbances in children with neurodevelopmental disorders: a systematic review,0.17121174,Professor Bryony Beresford,"Congenital Disorders,Mental Health",TRUE,TRUE,FALSE,FALSE
14/22/23,The cystic fibrosis (CF) anti-staphylococcal antibiotic prophylaxis trial (CF START); a randomised registry trial to assess the safety and efficacy of flucloxacillin as a longterm prophylaxis agent for infants with CF,1.88873297,Professor Kevin Southern,Congenital Disorders,FALSE,TRUE,FALSE,FALSE
14/224/04,Improving the Wellbeing of people with Opioid Treated CHronic pain; I-WOTCH,1.63159255,Professor Harbinder Sandhu,Generic Health Relevance,TRUE,TRUE,TRUE,FALSE
14/226/07,NAIROS - Nasal AIRway Obstruction Study,1.16246412,Mr Sean Carrie,Respiratory,TRUE,TRUE,TRUE,TRUE
14/28/02,CReST 2 - Colorectal Endoscopic Stenting Trial 2,1.14756492,Professor James Hill,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
14/42/01,Pre-Operative Behavioural Intervention to Reduce Drinking before elective orthopaedic Surgery (Pre-Op BIRDS),0.58790698,Dr Christopher Snowden,"Cardiovascular,Cancer and neoplasms,Musculoskeletal,Stroke,Oral and Gastrointestinal",TRUE,TRUE,TRUE,FALSE
14/43/02,Guided self-help for depression in adults with autism spectrum disorders,0.418442,Professor Ailsa Russell,Mental Health,TRUE,TRUE,TRUE,FALSE
14/49/127,Survival Improvement with Cholecalciferol in Patients on Dialysis – the SIMPLIFIED registry trial,1.52143819,Dr Rona Smith,Renal and Urogenital,TRUE,TRUE,TRUE,TRUE
14/49/13,Extended follow up of the TARGIT-A trial,0.347185,Professor Jayant Vaidya,Cancer and neoplasms,TRUE,TRUE,TRUE,TRUE
14/49/149,Does Occupational Therapist led environmental assessment and modification reduce falls among high risk older people?,0.71146441,Professor David Torgerson,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
14/49/154,"The Metoclopramide and selective oral decontamination for Avoiding Pneumonia after Stroke (MAPS-2) Trial: a 2x2 double-blind, randomized controlled trial of metoclopramide and selective oral decontamination for the prevention of pneumonia in patients with dysphagia after an acute stroke",0.8532598100000001,Professor Christine Roffe,"Infection,Stroke",FALSE,TRUE,FALSE,FALSE
15/08/77,Multiple Interventions for Diabetic Foot Ulcer Treatment (MIDFUT) Trial,1.78771664,Associate Professor David Russell,Metabolic and Endocrine,TRUE,TRUE,TRUE,FALSE
15/09/04,(REBALANCE) REview of Behaviour And Lifestyle interventions for severe obesity: AN evidenCE synthesis,0.50152758,Professor Alison Avenell,"Stroke,Cardiovascular,Cancer and neoplasms,Metabolic and Endocrine,Oral and Gastrointestinal",TRUE,TRUE,FALSE,FALSE
15/09/10,Systematic review of treatment of dry age-related macular degeneration and Stargardt's disease,0.07041030000000001,Professor Norman Waugh,Eye,TRUE,TRUE,FALSE,FALSE
15/103/03,Patch Augmented Rotator Cuff Surgery Study(PARCS) - A feasibility study,0.19719941,Professor Jonathan Cook,Musculoskeletal,TRUE,TRUE,FALSE,FALSE
15/130/07,"Best Emollients for Eczema (BEE): Pragmatic, primary care, multi-centre, individually randomised superiority trial of four emollients in children with eczema, with internal pilot and nested qualitative study",1.36259973,Professor Matthew Ridd,Skin,TRUE,TRUE,TRUE,TRUE
15/130/20,"A randomised, double-blind placebo controlled trial of the effectiveness of the beta-blocker bisoprolol in preventing exacerbations of chronic obstructive pulmonary disease",1.71195753,Professor Graham Devereux,Respiratory,TRUE,TRUE,TRUE,TRUE
15/130/94,"Multicentre, open label, prospective, single arm study of the safety and impact of Eculizumab withdrawal in patients with atypical haemolytic uraemic syndrome",1.06263096,Professor Neil Sheerin,Blood,TRUE,TRUE,TRUE,TRUE
15/135/01,Treating Acne Scars,0.01,Professor Hywel Williams,Skin,FALSE,TRUE,FALSE,FALSE
15/143/05,A randomised controlled trial to investigate the clinical and cost effectiveness of adding an ablation device-based maze procedure as a routine adjunct to elective cardiac surgery for patients with pre-existing atrial fibrillation,0.03673217,Mr Samer Nashef,Cardiovascular,TRUE,NA,TRUE,FALSE
15/165/04,Feasibility and multi-centre clinical trial of gait rehabilitation in patients with recently diagnosed rheumatoid arthritis: the Gait Rehabilitation in Early Arthritis Trial  [GREAT],1.42426588,Dr Gordon Hendry,Inflammatory and Immune System,TRUE,TRUE,FALSE,FALSE
15/31/04,Managing Adolescent first episode Psychosis: a feasibility Study (MAPS),0.6014806,Professor Anthony Morrison,Mental Health,TRUE,TRUE,TRUE,FALSE
15/43/07,"Individually randomised controlled multi-centre trial to determine the clinical and cost effectiveness of a home-based exercise intervention for older people with frailty as extended rehabilitation following acute illness or injury, including embedded process evaluation",2.38772827,Professor Andrew Clegg,Generic Health Relevance,TRUE,TRUE,TRUE,FALSE
15/57/02,"CRYOSTAT-2: A multi-centre, randomised, controlled trial evaluating the effects of early high-dose cryoprecipitate in adult patients with major trauma haemorrhage requiring major haemorrhage protocol (MHP) activation",1.81328288,Professor Karim Brohi,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
15/57/160,"LiTEFORM. Lite Therapy Effectiveness For ORal Mucositis Trial.
A randomised controlled trial of the clinical and cost effectiveness of Low Level Laser in the management of Oral Mucositis in Head and Neck cancer irradiation",0.81198921,Mr Michael Nugent,"Cancer and neoplasms,Oral and Gastrointestinal",TRUE,TRUE,FALSE,FALSE
15/57/39,Prepare for Kidney Care: a randomised controlled trial of preparing for responsive management versus preparing for renal dialysis in advanced kidney disease,3.01276673,Professor Fergus Caskey,Renal and Urogenital,TRUE,TRUE,FALSE,FALSE
15/57/66,DANTE - A randomised phase III trial to evaluate the duration of anti-PD1 monoclonal antibody treatment in patients with metastatic melanoma,2.52270993,Professor Sarah Danson,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
15/80/28,Real World Effects of Medications for Chronic Obstructive Pulmonary Disease,0.3101575,Professor Ian Douglas,Respiratory,TRUE,TRUE,TRUE,FALSE
15/80/52,The High-volume Haemodiafiltration vs High-flux Haemodialysis Registry Trial (H4RT),2.02291533,Professor Fergus Caskey,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
15/80/54,"FLO-ELA: FLuid Optimisation in Emergency LAparotomy. Open, multi-centre, randomised controlled trial of cardiac output-guided haemodynamic therapy compared to usual care in patients undergoing emergency bowel surgery",1.46928476,Dr Mark Edwards,Oral and Gastrointestinal,TRUE,TRUE,TRUE,FALSE
16/101/02,Enhancing de-escalation techniques in adult acute and forensic units: development and evaluation of an evidence-based training intervention. (EDITION),0.6854977,Dr Owen Price,Mental Health,TRUE,TRUE,FALSE,FALSE
16/104/15,Intensive behavioural interventions for young children with autism: A systematic review and cost-effectiveness analysis,0.26154327,Dr Robert Hodgson,Mental Health,TRUE,FALSE,FALSE,FALSE
16/110/16,"EstablishINg the best STEp-up treatments for children with uncontrolled asthma despite INhaled corticosteroids (EINSTEIN): A systematic review, network meta-analysis and cost effectiveness analysis using individual participant data",0.32923519,Professor Catrin Tudur Smith,Respiratory,TRUE,TRUE,FALSE,FALSE
16/111/111,TOPIC 2: A Randomised Controlled Trial to investigate the effectiveness of ThOracic Epidural and Paravertebral Blockade In reducing Chronic Post- Thoracotomy Pain: 2,1.66140532,Professor Fang Gao,Neurological,TRUE,TRUE,TRUE,TRUE
16/111/136,Renal Replacement Anticoagulant Management (RRAM),0.1422858,Professor Peter Watkinson,Renal and Urogenital,TRUE,FALSE,FALSE,TRUE
16/111/31,ICONS II: Identifying Continence OptioNs after Stroke randomised controlled trial,0.8681897900000001,Professor Dame Caroline Watkins,"Renal and Urogenital,Stroke",TRUE,TRUE,TRUE,FALSE
16/111/51,Women Offenders Repeat Self-Harm Intervention Pragmatic Trial: WORSHIP III,1.63863546,Professor Kathryn Abel,"Injuries and Accidents,Mental Health",FALSE,TRUE,FALSE,FALSE
16/146/06,Oral splints for patients with temporomandibular disorders or bruxism: a systematic review and economic evaluation,0.16280160000000002,Professor Helen Worthington,Oral and Gastrointestinal,TRUE,TRUE,FALSE,FALSE
16/15/03,EMPOWER: EMesis in Pregnancy - Ondansetron With mEtoclopRamide,1.07968396,Professor Stephen Robson,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,TRUE
16/154/01,Randomised placebo controlled trial of Pramipexole addition to mood stabilisers for treatment resistant bipolar depression (the PAX-BD study),1.81519576,Professor Richard Hamish McAllister-Williams,Mental Health,TRUE,TRUE,TRUE,FALSE
16/155/01,Problem Adaptation Therapy For Individuals with Mild to Moderate Dementia and Depression. The PATHFINDER Trial,1.55390438,Professor Robert Howard,"Mental Health,Neurological",TRUE,TRUE,TRUE,TRUE
16/16/06,COPE: The Carboprost or Oxytocin Postpartum haemorrhage Effectiveness study.,2.19983508,Professor Andrew Weeks,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,TRUE
16/167/09,"A definitive multi-centre randomised controlled  trial and economic evaluation of a community-based  rehabilitation package following hip fracture.
 
Acronym: Fracture  in  the Elderly Multidisciplinary  Rehabilitation - Phase III  (FEMuR  III)",1.87389036,Professor Nefyn Williams,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
16/167/120,A UK multicentre randomised controlled trial to determine the efficacy of treatments for acute antibody mediated rejection in renal transplantation,0.11391869,Dr Michelle Willicombe,Renal and Urogenital,TRUE,TRUE,FALSE,TRUE
16/23/01,A Randomised controlled trial to Evaluate the effectiveness and cost benefit of prescribing high dose FLuoride toothpaste in preventing and treating dEntal Caries in high-risk older adulTs (REFleCt trial),2.2548470899999997,Professor Janet Clarkson,Oral and Gastrointestinal,TRUE,TRUE,TRUE,TRUE
16/31/123,"ROSSINI II Trial - Reduction Of Surgical Site Infection using several Novel Interventions. A multi-arm, multi-stage surgical RCT utilising an adaptive design",1.61378434,Professor Thomas Pinkney,Infection,TRUE,TRUE,FALSE,TRUE
16/31/13,A phase 3 trial of Rivastigmine to prevent falls in Parkinson's Disease,2.67824423,Professor Emily Henderson,Neurological,TRUE,TRUE,TRUE,TRUE
16/59/01,Interventions for painful bladder syndrome/bladder pain syndrome/interstitial cystitis/urethral syndrome,0.02,Professor Miriam Brazzelli,Renal and Urogenital,TRUE,NA,FALSE,TRUE
16/60/01,Interventions to reduce acute and late adverse gastrointestinal effects of pelvic radiotherapy for primary pelvic cancers,0.03,Dr Joanne Morrison,"Oral and Gastrointestinal,Cancer and neoplasms",TRUE,TRUE,FALSE,TRUE
16/81/01,A feasibility study and randomised controlled trial of acceptance and COMmitment therapy for people with Motor nEuroN Disease (COMMEND),1.47053565,Professor Rebecca Gould,"Neurological,Mental Health",TRUE,TRUE,TRUE,FALSE
16/84/01,"A pragmatic, multicentre, randomised controlled trial comparing nurse-delivered sleep restriction therapy for insomnia disorder to sleep hygiene in primary care",1.81552353,Professor Simon Kyle,Mental Health,TRUE,TRUE,TRUE,FALSE
16/85/01,"Immediate oral, immediate topical or delayed oral antibiotics for acute otitis media with discharge (the Runny Ear STudy: REST)",0.96240999,Professor Alastair Hay,Infection,TRUE,TRUE,TRUE,TRUE
16/90/03,TReating Urinary symptoms in Men in Primary Healthcare (TRIUMPH) using non-pharmaceutical and non-surgical interventions,0.99167712,Professor Marcus Drake,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
17/122/06,Knee Arthroplasty versus Joint Distraction Study (KARDS) for Osteoarthritis,1.13478537,Professor Hemant Pandit,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
17/135/02,"Cytoreductive surgery with hyperthermic intraoperative peritoneal chemotherapy versus standard of care in people with peritoneal metastases from colorectal, ovarian or gastric origin: Systematic review and individual participant data meta-analyses of effectiveness and cost-effectiveness",0.20445856,Professor Kurinchi Gurusamy,Cancer and neoplasms,TRUE,TRUE,FALSE,FALSE
17/136/02,Sepsis Trials In Critical Care (SepTIC),3.29544823,Professor Anthony Gordon,"Inflammatory and Immune System,Infection",FALSE,TRUE,FALSE,FALSE
17/140/02,Cost-effectiveness of statin therapies evaluated using individual participant data from large randomised clinical trials,0.62939348,Professor Borislava Mihaylova,"Stroke,Cardiovascular",TRUE,TRUE,FALSE,TRUE
17/147/33,"The VITDALIZE UK Study: Effect of high-dose vitamin D3 on 28-day mortality in adult critically ill patients with severe vitamin D deficiency: UK arm of an international multi-centre, placebo-controlled double-blind trial",0.97097882,Dr Dhruv Parekh,Metabolic and Endocrine,TRUE,TRUE,TRUE,TRUE
17/147/49,A Randomised Phase III Trial Comparing Intermittent with Continuous Treatment Strategies in chronic lymphocytic leukaemia (CLL),2.9642490699999997,Dr Talha Munir,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
17/150/01,"A randomised controlled trial of Partial prostate Ablation versus Radical Treatment (PART) in intermediate risk, unilateral clinically localised prostate cancer",2.67744644,Associate Professor Richard Bryant,Cancer and neoplasms,TRUE,TRUE,FALSE,FALSE
17/23/02,FORCE – The FOrearm fracture Recovery in Children Evaluation. A multi-centre prospective randomized equivalence trial of a soft bandage and immediate discharge versus current treatment with rigid immobilisation for torus fractures of the distal radius in children,0.66182529,Professor Daniel Perry,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
17/27/11,Surveillance of arteriovenous fistulae in haemodialysis,1.02292597,Professor Gavin Pettigrew,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
17/34/01,"A parallel group, double-blind, randomised, placebo-controlled trial comparing the effectiveness and cost-consequence and cost effectiveness of low dose oral modified release morphine (MRM) versus placebo on the intensity of worst breathlessness in people with chronic breathlessness.",1.49399527,Professor Marie Fallon,"Generic Health Relevance,Respiratory",TRUE,TRUE,TRUE,TRUE
17/80/09,REACH-ASD Trial: A Randomised Controlled Trial of Psychoeducation and Acceptance & Commitment Therapy for Parents of Children recently diagnosed with ASD,1.54128228,Professor Jonathan Green,Mental Health,TRUE,TRUE,TRUE,FALSE
17/89/07,"Multicentre open label, pragmatic randomised controlled trial of early surfactant therapy versus expectant management in late preterm and early term infants with respiratory distress",2.04238627,Professor Elaine Boyle,Reproductive Health and Childbirth,TRUE,TRUE,FALSE,FALSE
98/03/02,A large randomised assessment of the relative cost-effectiveness of different classes of drugs for Parkinson's disease (PD MED),3.09325109,Professor Natalie Rowland (nee Ives),Neurological,TRUE,TRUE,TRUE,TRUE
NIHR127280,Recurrence of Endometriosis: a randomised controlled trial of clinical and cost effectiveness of Gonadotrophin Releasing Hormone Analogues with add back hormone replacement therapy versus repeat Laparoscopic surgery (REGAL trial),2.0474138500000003,Dr Lucky Saraswat,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
NIHR127337,A multicentre double-blind placebo-controlled randomised trial of SerTRaline for AnxieTy in adults with Autism (STRATA),1.89295687,Dr Dheeraj Rai,Mental Health,TRUE,TRUE,TRUE,TRUE
NIHR127479,Treating idiopathic pulmonary fibrosis with the addition of lansoprazole,2.14073879,Professor Andrew Wilson,Respiratory,TRUE,TRUE,TRUE,TRUE
NIHR127674,CRAFFT – Children’s Radius Acute Fracture Fixation Trial. A multi-centre prospective randomized non-inferiority trial of surgical reduction versus non-surgical casting for displaced distal radius fractures in children,1.64591901,Professor Daniel Perry,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
NIHR127700,Antidepressant for the prevention of DEPression following first episode Psychosis trial (ADEPP),2.56941711,Professor Rachel Upthegrove,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR127755,ATLANTIS: AnTiconvuLsant AugmeNtation Trial In Schizophrenia,0.83636747,Professor Oliver Howes,Mental Health,TRUE,TRUE,FALSE,FALSE
NIHR127849,A Randomised Controlled Trial of Scaffold InSertion and MIcrofracture Compared to Microfracture Alone for the Treatment of Chondral or Osteochondral Defects of the Knee: The SISMIC Study,0.65595548,Professor Michael Whitehouse,Musculoskeletal,TRUE,TRUE,FALSE,FALSE
NIHR127850,Surgical interventions to treat severe pressure sores (SIPS),0.4452814000000001,Professor Barnaby Reeves,Skin,FALSE,FALSE,FALSE,FALSE
NIHR127951,Early intervention for depression and anxiety in 16-18 year olds : a multi-centre trial of self-referral psychological Stress workshop programmes in schools (BESST study - Brief Educational workshops in Secondary Schools Trial),1.84487897,Dr June Brown,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR128311,ATNEC - Axillary management in T1-3N1M0 breast cancer patients with needle biopsy proven nodal metastases at presentation after neoadjuvant chemotherapy,2.99885343,Associate Professor Amit Goyal,Cancer and neoplasms,TRUE,TRUE,FALSE,TRUE
NIHR128623,"Multisite Randomised Controlled Trial of Trauma-Focused Cognitive Behaviour Therapy for psychosis to reduce post-traumatic stress symptoms in people with co-morbid post-traumatic stress disorder and psychosis, compared to Treatment as Usual: the STAR (Study of Trauma And Recovery) trial",1.88919675,Professor Emmanuelle Peters,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR128699,Hemithyroidectomy or Total-Thyroidectomy in ‘low-risk’ thyroid cancers (HoT trial),1.3636703,Professor Dae Kim,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
NIHR128768,Robotic Arthroplasty: a Clinical and cost Effectiveness Randomised controlled trial. (RACER),1.81507789,Professor Andrew Metcalfe/Professor Edward Davis,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
NIHR129515,Reintroduction of anti-tuberculosis therapy following drug-induced liver injury: a randomised controlled trial,1.85509738,Professor Wei Shen Lim,"Oral and Gastrointestinal,Infection",FALSE,TRUE,FALSE,FALSE
NIHR129617,Evaluating the clinical and cost-effectiveness of Sodium Bicarbonate administration for critically ill patients with Acute Kidney Injury (MOSAICC – Multicentre evaluation Of Sodium bicarbonate in Acute kidney Injury in Critical Care),1.9929912,Professor Nicholas Selby/Professor Lui Forni,Renal and Urogenital,TRUE,TRUE,FALSE,FALSE
NIHR129784,Endoscopic bipolar radiofrequency ablation for treating biliary obstruction caused by unresectable cancer - evidence synthesis,0.19519319,Professor John Leeds,Cancer and neoplasms,TRUE,FALSE,FALSE,FALSE
NIHR129817,A randomised controlled trial to evaluate the clinical and cost-effectiveness of Stimulant compared with Non-stimulant medication for adults with Attention-deficit/hyperactivity disorder and a history of Psychosis or biPolar disordER: SNAPPER,2.35427549,Professor Steven Marwaha,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR129926,Best systemic treatments for adults with atopic eczema over the long term (BEACON),1.92118044,Dr Andrew Pink/Professor Catherine Smith,Skin,FALSE,TRUE,FALSE,FALSE
NIHR130454,"Mucoactive drugs for acute respiratory failure: A 2x2 factorial, randomised, controlled, open-label, Phase 3, pragmatic, clinical and cost effectiveness trial with internal pilot",2.1496364,Professor Bronwen Connolly/Professor Danny McAuley,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR130487,A randomised controlled trial of a facilitated home-based rehabilitation intervention in patients with heart failure with preserved ejection fraction and their caregivers: the REACH-HFpEF Study,2.19490633,Professor Chim Lang/Professor Rod Taylor,Cardiovascular,TRUE,TRUE,TRUE,TRUE
NIHR130567,"Anaesthesia Choice for Creation of ArtEriovenous FiStulae (ACCESs study)

A randomised controlled trial comparing clinical (one-year functional patency rate) and cost-effectiveness of regional versus local anaesthesia for primary arteriovenous fistula formation",1.17002104,Ms Emma Aitken,Renal and Urogenital,TRUE,TRUE,TRUE,TRUE
NIHR130593,Controlled trial of High-risk coronary Intervention with Percutaneous left ventricular unloading (CHIP-BCIS3),1.1569891,Professor Divaka Perera,Cardiovascular,TRUE,TRUE,FALSE,TRUE
NIHR130632,ERASER TRIAL: Early Rib Analgesia with Serratus. A Pragmatic Randomised Control Trial evaluating the clinical and cost-effectiveness of Serratus Anterior Plane Block with catheter insertion compared to Usual Care in patients with multiple rib fractures,1.78291615,Professor Fang Gao/Professor Tonny Veenith,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR130664,Systematic review and integrated report on the quantitative and qualitative evidence base for behaviOur change interventions to promote Physical acTivity in people with InterMittent clAudication (OPTIMA),0.24776458,Professor Dawn Skelton/Dr Ukachukwu Abaraogu,Cardiovascular,TRUE,TRUE,FALSE,FALSE
NIHR130674,Randomised trial of Haploidentical Transplantation compared to standard of care for Adults with Sickle Cell Disease,1.88861549,Dr Rachel Kesse-Adu/Dr Victoria Potter,Blood,FALSE,TRUE,FALSE,FALSE
NIHR130848,CiproPAL (Ciprofloxacin Prophylaxis in Acute Leukaemia): A randomised trial to assess the use of ciprofloxacin prophylaxis to prevent bacterial infection in children treated on the induction phase of the ALLTogether-1 treatment protocol,1.54688302,Professor Robert Phillips,"Cancer and neoplasms,Infection",FALSE,TRUE,FALSE,FALSE
NIHR131105,Pre-hospitAl Randomised triAl of MEDICation route in out-of-hospital cardiac arrest (PARAMEDIC3),2.68963241,Professor Gavin Perkins/Associate Professor Keith Couper,Cardiovascular,TRUE,TRUE,TRUE,TRUE
NIHR131175,"CLEAR: (CLozapine in EARly psychosis) A Multi-Centre, Randomised Controlled trial of Clozapine for Young People with Treatment Resistant Psychosis in Real World Settings",1.98683763,Professor James MacCabe,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR131243,POsterior Laminectomy and FIXation for Degenerative Cervical Myelopathy [POLYFIX-DCM],1.54690349,Professor Peter Hutchinson/Dr Mark Kotter,"Musculoskeletal,Neurological",TRUE,TRUE,TRUE,TRUE
NIHR131334,"The Self-harm, Assessment, Formulation, Engagement Trial of Psychodynamic Interpersonal Therapy (SAFE-PIT)",0.67209502,Professor Elspeth Guthrie,Mental Health,TRUE,TRUE,FALSE,FALSE
NIHR131362,The HER2-RADiCAL study (Response ADaptive CAre pLan) - tailoring treatment for HER2 positive early breast cancer,1.6563508500000002,Professor Iain Macpherson/Professor Judith Bliss,Cancer and neoplasms,FALSE,FALSE,FALSE,FALSE
NIHR131407,Robotic Arthroplasty: a Clinical and cost Effectiveness Randomised controlled trial for Hips (RACER-HIP),1.09459981,Professor Edward Davis/Mr Peter Wall,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
NIHR131430,Spinal Immobilisation Study (SIS),3.49776811,Professor Gavin Perkins/Professor Mark Wilson,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR131483,Clinical and cost effectiveness of an online integrated bipolar parenting intervention: A randomised controlled trial,1.48970589,Professor Steven Jones,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR131629,The Meniscal Transplant surgery or Optimised Rehabilitation full randomised trial (MeTeOR2),1.290337,Professor Andrew Metcalfe/Mr Timothy Spalding,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
NIHR131647,Randomised controlled trial of the Community Navigator programme to reduce loneliness and depression for adults with treatment resistant depression in secondary mental health services,2.1634179500000004,Professor Isabella Johnson/Professor Brynmor Lloyd Evans,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR131784,The EXTEND trial: EXTENDed antibiotic durations compared to standard antibiotic durations for patients with complicated intra-abdominal infection,1.88969971,Dr Andrew Kirby/Associate Professor Dermot Burke,Infection,FALSE,TRUE,FALSE,FALSE
NIHR131817,CHOICE TRIAL: Changing Habits tO Prevent ChIld CariEs: A Randomized Controlled Trial of a Family-Focused Therapeutic Conversation Delivered by Dental Nurses in Primary Care,2.6086785,Professor Michelle McKinley/Dr Girvan Burnside,Oral and Gastrointestinal,FALSE,TRUE,FALSE,FALSE
NIHR132046,Rehabilitation Exercise and psycholoGical support After covid-19 InfectioN (REGAIN),1.38818567,Professor Gordon McGregor,Infection,TRUE,TRUE,TRUE,FALSE
NIHR132317,Dietary Approaches to the Management Of type 2 Diabetes (DIAMOND) cluster randomised trial,1.4724456399999999,Professor Susan Jebb,Metabolic and Endocrine,TRUE,TRUE,TRUE,FALSE
NIHR132690,Remote psychosocial interventions to prevent avoidable psychiatric hospital admissions in people with serious mental health problems: a multi-arm multi-stage trial,2.5045245499999997,Professor Anthony Morrison,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR132718,A multi-centre randomised controlled non-inferiority and cost effectiveness trial comparing Polyhexanide and Chlorhexidine with Neomycin to Mupiricon for nasal meticillin-resistant Staphylococcus aureus (MRSA) decolonisation amongst adult hospital in-patients,0.75715214,Professor Catherine Hewitt/Professor Mike Reed,Infection,FALSE,TRUE,FALSE,FALSE
NIHR132808,BAY:  Behavioural Activation for Young people with depression in specialist child and adolescent mental health services,2.40813959,Professor Bernadka Dubicka,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR132948,Anti-VEGF drugs compared with laser photocoagulation for the treatment of diabetic retinopathy: a systematic review and economic analysis,0.20573933,Dr Mark Simmonds,"Eye,Metabolic and Endocrine",TRUE,TRUE,FALSE,FALSE
NIHR133092,Long-Term Outcomes Of Synthetic Mid-Urethral Slings (Mesh Tapes) In Surgical Treatment Of Stress Urinary Incontinence In Women – A Long-term Follow-Up Of The SIMS RCT,0.54494754,Professor Mohamed Abdel-Fattah,Renal and Urogenital,FALSE,TRUE,FALSE,FALSE
NIHR133418,"Reverse or Anatomical (replacement) for Painful Shoulder Osteoarthritis: Differences between Interventions.
Acronym; RAPSODI",2.12904118,Professor Joseph Dias/Professor Ian Trail,Musculoskeletal,TRUE,TRUE,FALSE,FALSE
NIHR133464,"Trial of IGe tests for Eczema Relief (TIGER): randomised controlled trial of test-guided dietary advice for children with eczema, with internal pilot and nested economic and process evaluations",2.15423773,Professor Matthew Ridd,"Skin,Inflammatory and Immune System",TRUE,TRUE,FALSE,FALSE
NIHR133518,ThOracic Umbrella RadIotherapy STudy in stage IV NSCLC - TOURIST,3.43133402,Dr David Woolf/Professor Matthew Hatton,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
NIHR133599,The Utility Of Frequency-Modulated Electromagnetic Neural Stimulation (FREMS) As A Third Line Treatment In Patients With Painful Diabetes-Related Peripheral Neuropathy: A Randomised Controlled Trial (FREMS-PDPN),1.04734092,Professor Abd Tahrani/Dr Bernhard Frank,"Metabolic and Endocrine,Neurological",TRUE,TRUE,FALSE,FALSE
NIHR133653,“CONservative versus Standard carE for primary spontaneous PneumoThorax” (CONSEPT),1.99972942,Professor Nick Maskell/Professor Najib Rahman,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR133776,Examining the benefit of graduated compression stockings in the Prevention of vEnous Thromboembolism in low-risk Surgical patients: a multicentre cluster randomised controlled trial (PETS Trial),2.41408079,Professor Alun Davies/Mr Joseph Shalhoub,Cardiovascular,TRUE,TRUE,TRUE,TRUE
NIHR133787,Randomised trial of Suction for Primary Pneumothorax Early Resolution,1.4450408600000002,Dr Rob Hallifax/Professor Najib Rahman,Respiratory,TRUE,TRUE,TRUE,FALSE
NIHR133865,MoreRESPECT: A Randomised controlled trial of a sexual health promotion intervention for people with severe mental illness delivered in community mental health settings,1.7894958799999998,Professor Elizabeth Hughes,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR134216,"The neoGASTRIC trial: Avoiding routine gastric residual volume measurement in neonatal critical care, a multi-centre, randomised controlled trial",2.44512065,Professor Chris Gale,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
NIHR134350,"Steroid TreAtment TRial in JIA (STAR-JIA): a randomised trial to compare effectiveness, safety and cost-effectiveness of intravenous versus oral corticosteroid induction regimens for children and young people with juvenile idiopathic arthritis",1.0395543,Dr Clare Pain/Professor Athimalaipet Ramanan,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR134681,DRAFT-CASP: Distal Radius Acute Fracture Trial – Cast versus Splint; a randomised non-inferiority trial comparing clinical and cost-effectiveness of a standard care cast versus removable splint for adults with a distal radius fracture that does not require manipulation,1.6998116799999998,Professor Matthew Costa,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
